sqft_living,grade,sqft_above,sqft_living15,bathrooms,price
1480,7,1480,1370,1.75,350000.0
2550,8,2050,2340,4.0,990000.0
3920,11,3920,2970,3.25,1650000.0
2286,8,2286,2110,2.5,481000.0
1500,7,900,1090,2.5,485000.0
1740,8,1740,1740,2.5,477000.0
2880,8,1440,2010,2.5,560000.0
2600,8,1340,2090,3.0,600000.0
3320,8,2190,2520,2.75,622500.0
1660,8,1660,1640,2.25,410000.0
1990,7,1990,2580,2.5,318200.0
1680,7,1680,1990,2.0,289000.0
1570,7,1570,1580,1.75,263000.0
1150,6,1150,1760,1.0,240000.0
1270,7,1270,1340,1.0,281500.0
1890,8,1640,1680,3.5,587206.0
1350,7,1180,1760,2.25,482000.0
1650,8,1650,1880,1.75,485000.0
1450,7,1450,2080,2.5,309000.0
1640,7,1140,1480,2.25,221000.0
2030,9,2030,2450,2.5,700000.0
2420,7,1360,1840,3.0,411500.0
2770,8,2770,1760,3.5,285000.0
1980,7,1160,1910,3.0,395000.0
1460,7,1460,1680,1.75,237950.0
1610,7,1160,2260,2.5,680000.0
1010,6,1010,1040,1.0,199950.0
2760,8,2000,1690,3.5,765000.0
1060,7,1060,1420,1.0,515000.0
1510,7,1510,1430,1.5,470000.0
880,6,780,950,1.0,330000.0
2150,8,1550,1950,2.5,284000.0
1660,7,1150,1250,2.5,295000.0
2160,8,1440,1280,2.5,555000.0
1370,6,1370,1560,1.0,350000.0
1460,7,1140,1490,2.25,240000.0
1450,7,1450,1490,1.5,419900.0
1560,7,1560,1620,2.0,528000.0
2480,8,1240,2230,2.5,481000.0
740,7,740,1140,1.0,304700.0
2927,10,2927,2967,2.5,715000.0
2260,8,2260,1870,2.75,738950.0
1240,7,1240,2260,1.5,215000.0
2040,5,2040,1440,2.0,300000.0
1270,6,880,1650,1.75,346000.0
4370,8,2780,2860,3.5,473000.0
1700,7,1700,1330,1.75,500000.0
1300,7,1300,1420,1.5,750000.0
1820,8,1820,2260,2.0,519900.0
880,7,880,2260,1.0,378500.0
1870,8,1870,1950,1.75,314500.0
1350,7,1350,1840,1.5,499950.0
4870,10,3650,3220,3.5,1735000.0
2460,9,2460,2470,2.5,630000.0
1720,7,1720,1430,1.5,360000.0
2730,8,1570,1450,1.5,460000.0
1100,6,1100,2550,1.0,361000.0
1810,8,1810,1900,2.25,713400.0
930,6,930,1900,1.0,445000.0
1590,7,1590,2280,1.5,305000.0
2710,9,1480,2960,2.75,1430000.0
1460,6,1460,1060,1.0,222000.0
3400,8,2740,3400,3.25,510000.0
2920,8,2920,1720,3.0,500000.0
910,7,910,1720,1.0,605000.0
1320,8,1320,1910,2.0,393000.0
2490,9,2490,2490,2.5,725000.0
2220,7,1270,1490,1.75,320000.0
1130,7,1130,1690,1.5,210000.0
2750,9,2750,2800,2.5,419900.0
2240,7,2240,2000,2.5,410000.0
2680,8,1540,2140,2.25,721000.0
1270,8,1270,1870,2.0,605000.0
1520,7,1520,2310,1.75,738000.0
2480,8,2480,2220,3.0,725000.0
960,7,960,1240,1.0,255000.0
1340,8,1340,1340,2.25,303000.0
1090,7,1090,1740,2.5,394950.0
2240,7,1830,1530,3.0,530000.0
3740,10,2260,2650,2.5,475000.0
1800,7,1800,1590,2.5,250000.0
780,6,780,1260,1.0,180000.0
1330,7,930,1410,1.0,443500.0
1900,8,1900,1740,2.0,390000.0
1570,7,1100,1580,1.75,430000.0
3100,8,3100,1650,4.5,460000.0
2740,9,2190,2060,3.5,660000.0
1570,8,1200,1760,1.75,515000.0
1330,7,1330,1580,2.0,482500.0
1140,7,1140,1150,1.5,305000.0
1550,9,1550,2120,2.75,835000.0
1290,7,1290,1670,2.0,237000.0
1510,8,1510,1510,1.5,445000.0
2720,7,1360,1790,2.5,710000.0
840,5,840,1430,1.0,180000.0
1850,8,1850,2350,2.5,280017.0
2290,8,2290,2290,2.5,436500.0
3200,9,3200,1650,2.5,1255000.0
1800,7,1300,1680,2.25,420000.0
860,6,860,1280,1.0,205000.0
1980,7,1680,1980,1.5,570000.0
2140,7,1070,1950,1.75,565000.0
2410,7,1550,1840,2.5,287000.0
1650,7,1010,1840,1.75,260000.0
1650,7,1010,1840,1.75,470000.0
2410,10,2410,2310,2.5,700000.0
1520,8,1520,2180,1.75,249000.0
2050,7,1070,2050,1.75,568000.0
1720,7,1720,1580,1.0,500000.0
2390,7,1270,1800,2.5,358000.0
1680,8,1680,1860,2.5,225000.0
1060,6,1060,1090,1.0,275500.0
1860,8,1860,2050,2.5,495000.0
1750,8,960,2580,2.25,758800.0
1480,7,1480,1450,1.75,280000.0
1900,8,1900,2100,2.5,380500.0
6210,11,4760,2940,4.5,3200000.0
1440,7,1090,1710,1.75,260000.0
1910,8,1910,1520,2.5,630000.0
2010,7,1210,1770,2.0,875000.0
960,6,960,1380,1.0,457500.0
1240,7,1240,2080,1.0,900000.0
870,6,740,1640,2.0,235000.0
1400,8,1400,2390,2.0,410000.0
1850,7,1230,1970,3.0,355000.0
4270,10,3180,4280,4.0,1300000.0
2260,7,1130,2240,1.75,467500.0
2690,7,2690,1660,4.5,500000.0
2780,10,2530,2724,3.5,995000.0
1140,7,1140,1150,1.0,277000.0
2900,7,1990,1850,2.25,630000.0
2830,7,1710,2460,2.75,628000.0
2560,8,2560,2430,2.5,655000.0
1240,7,940,1050,1.0,170000.0
2100,8,2100,2310,2.5,352500.0
3120,9,3120,2420,2.75,615000.0
970,7,970,1200,1.0,165000.0
2300,7,2300,1820,2.5,243500.0
950,7,850,950,1.5,304000.0
2110,7,1210,1950,1.5,369000.0
2990,9,2990,2990,2.75,779950.0
2940,7,1520,2470,2.25,605000.0
1860,8,1860,1990,2.5,292500.0
1820,7,910,1730,1.75,500007.0
1950,8,1950,1760,2.5,449999.0
1890,8,1890,2250,2.5,355000.0
2710,7,1710,2070,3.0,258000.0
2150,7,1090,2150,2.25,380000.0
3720,9,1880,2560,3.0,650000.0
2580,9,2580,2410,2.5,456500.0
1540,7,1540,1480,2.0,259950.0
1050,6,1050,1330,1.0,123000.0
1210,8,1210,1780,2.25,520000.0
2040,7,1300,1930,2.25,506000.0
980,7,980,2030,1.0,425000.0
1990,7,1990,1990,2.5,438000.0
2420,9,2420,3330,2.5,1490000.0
1240,7,1040,1480,2.0,375000.0
1530,7,1240,1500,2.25,337500.0
2080,7,1450,1900,2.25,300000.0
3570,7,3570,2690,3.25,627000.0
4230,10,3450,2650,4.25,1400000.0
2700,9,2700,2760,2.5,674725.0
2200,7,1280,1670,2.75,325000.0
1210,7,1210,1510,2.0,230000.0
2140,7,1220,2520,1.75,485000.0
2740,8,2740,2030,2.5,315000.0
1370,8,1370,1320,2.75,560000.0
2800,8,2800,3610,3.0,444000.0
1060,7,1060,1300,1.5,325000.0
790,6,790,810,1.0,118125.0
790,6,790,810,1.0,212000.0
2820,9,2820,2820,2.5,428900.0
1850,7,1850,1770,2.0,510000.0
1110,7,1110,1900,1.5,416000.0
3230,9,3230,1600,3.0,950000.0
1460,7,980,1400,1.5,204000.0
12050,13,8570,3940,8.0,7700000.0
3480,11,3480,3290,2.5,878000.0
3560,9,2970,1190,3.0,1045000.0
840,6,840,1270,1.0,350000.0
1820,8,1620,2330,1.75,659500.0
1630,7,1120,2050,2.5,395000.0
1920,7,1920,1820,2.5,308950.0
1750,7,1750,1370,2.0,410000.0
2750,8,1630,2440,3.0,710000.0
620,5,620,1300,1.0,175000.0
1720,8,1140,1840,2.0,508800.0
1800,8,1500,1670,3.0,606400.0
1300,7,1300,1640,1.75,245100.0
1970,7,1320,2030,2.5,540000.0
1740,7,1740,1830,1.5,415000.0
1930,8,1180,1880,2.75,469500.0
1190,7,1190,2240,1.75,195000.0
4250,12,3020,4940,3.25,1615000.0
4360,12,4360,4770,3.5,1450000.0
3420,10,2410,3460,2.5,1200000.0
4260,10,4260,1950,3.75,1065000.0
920,7,920,1340,1.0,555500.0
1040,7,1040,1170,1.0,440000.0
1260,7,960,1540,1.0,485000.0
2460,9,2460,2540,2.5,693000.0
830,6,830,1300,1.0,295000.0
2060,8,1050,2690,2.5,700000.0
2210,8,1560,2140,1.75,767500.0
5480,10,5140,2470,4.25,800000.0
1860,8,1860,2500,2.0,440000.0
1350,7,1350,2310,2.5,600000.0
2790,10,1930,2320,2.5,1160000.0
1570,8,1150,1680,1.0,506000.0
2030,9,1130,2040,1.75,474950.0
2570,7,1320,1460,2.5,654000.0
1210,7,1000,1840,1.0,710000.0
1530,7,1030,1710,2.25,620000.0
1510,7,1510,1900,2.0,390000.0
1720,7,1220,1720,2.25,550000.0
2190,7,1390,2180,1.75,353000.0
3030,8,1660,2740,2.5,465000.0
1410,7,1410,1750,2.0,279900.0
1679,9,1679,1850,1.75,700000.0
1980,7,1430,1890,1.0,395000.0
1900,8,1900,1830,2.5,375000.0
1720,7,1200,1530,1.0,547000.0
2480,8,1640,2270,3.25,525000.0
1210,7,1210,1450,1.0,285000.0
1540,7,1190,1950,1.75,570000.0
2740,9,2740,2690,2.5,409000.0
1811,8,1811,1811,2.5,260000.0
2720,8,2120,2340,2.5,348000.0
1520,7,1520,1540,1.0,389000.0
2160,7,1220,1790,2.75,445000.0
1390,7,930,1230,1.75,400000.0
1740,7,1740,1720,2.5,302000.0
2849,10,2849,3190,2.5,798000.0
1440,7,840,1650,1.0,335000.0
3000,8,3000,3000,2.5,585000.0
3330,10,3330,3880,4.0,2500000.0
1720,7,860,1720,2.25,555000.0
3920,11,3920,3450,3.0,3100000.0
1500,7,1500,2700,2.5,295000.0
2050,7,1050,1950,1.5,265000.0
1180,7,1180,1210,2.0,330000.0
1600,6,1600,1690,1.5,286000.0
1260,7,1160,1190,2.5,305000.0
1290,6,1290,1180,1.0,970000.0
2680,8,1460,2100,2.0,525000.0
2370,7,1280,1230,1.75,355000.0
2310,7,1300,1930,2.5,469950.0
1450,7,1450,1260,1.0,435000.0
2680,8,2680,2400,2.5,363500.0
1030,7,830,1250,1.5,595000.0
1320,7,1320,1320,1.0,275000.0
670,6,670,1080,1.0,295000.0
2670,9,2670,2290,2.25,345000.0
2440,8,2090,2150,2.25,485000.0
3370,9,3370,2470,2.5,1245000.0
940,7,940,1340,1.0,340500.0
1100,6,840,1280,1.0,280000.0
2520,9,2520,1490,2.25,449888.0
1400,7,820,1330,1.75,483000.0
1880,7,940,1390,1.75,445500.0
2800,7,2800,2190,3.5,379900.0
2500,8,1810,2060,3.5,599950.0
810,6,810,1700,1.0,215000.0
1720,7,1720,1610,2.5,263000.0
2170,7,2170,1270,1.0,565000.0
4530,9,3200,3430,3.0,950000.0
1440,7,1440,1440,1.0,395000.0
2850,10,1820,2130,3.25,1535000.0
2620,8,1620,2620,2.5,922000.0
1676,7,1676,1410,2.5,330000.0
5850,12,4410,4830,3.75,1525000.0
1910,8,1910,2510,1.75,323000.0
1670,8,1670,1670,2.0,554000.0
2050,8,2050,1980,2.0,500000.0
3730,10,2760,3280,3.5,775000.0
1800,7,1080,1870,1.75,340000.0
2230,7,1320,1580,1.75,560000.0
1670,8,1670,1920,2.5,304000.0
1400,6,1400,1430,1.0,279900.0
2110,7,2110,1460,3.0,315000.0
2160,8,2160,1980,2.0,849000.0
2420,8,1380,2550,1.75,325000.0
3320,9,3320,3160,3.5,786000.0
3220,9,3220,2876,2.75,384000.0
1340,9,1340,2600,1.5,907000.0
2490,9,2490,2900,2.5,700000.0
1640,7,1640,1510,2.0,269500.0
1420,7,1130,1730,2.25,269000.0
3340,10,3340,3730,2.5,749950.0
1580,7,1580,1770,2.75,325000.0
2170,10,1130,3130,1.5,1150000.0
1370,7,1370,1730,1.5,406000.0
2840,10,2840,2540,2.5,650000.0
1940,8,1940,1650,1.75,295000.0
1757,7,1757,1850,2.0,375000.0
980,6,980,1190,1.0,395000.0
2470,8,2470,2470,3.0,609000.0
1610,7,1210,1610,1.75,510000.0
1590,7,1090,1540,2.25,190000.0
780,7,780,1040,1.0,250000.0
720,5,720,2600,1.5,295000.0
1630,8,1630,1950,1.5,740000.0
1590,7,1590,1600,1.0,323000.0
2310,10,2020,2340,2.75,713000.0
2320,8,2040,3110,1.75,1070000.0
1660,8,1660,1720,1.75,460000.0
2070,8,2070,2630,1.75,880000.0
2500,7,1250,1680,1.75,585000.0
940,7,940,1050,1.0,249950.0
1990,10,1520,1710,2.5,450000.0
2620,9,2620,3010,2.5,450000.0
3730,11,3730,3730,3.25,1775000.0
1600,8,1600,1600,3.25,350000.0
2095,7,2095,1805,2.5,292500.0
4230,10,4230,4080,2.75,879000.0
3200,8,1860,2500,2.5,1184000.0
2050,7,1300,2960,2.75,584999.0
2020,7,1300,1920,2.75,366000.0
3270,10,2000,4100,2.25,987500.0
1320,7,1320,1720,1.0,300000.0
1270,7,890,2020,1.75,299000.0
1980,8,1210,1720,1.75,560000.0
2620,9,2620,2620,2.5,695000.0
1750,7,1220,1840,1.75,360000.0
1040,6,800,820,1.0,183500.0
1900,7,1070,1130,1.75,311000.0
1660,7,1660,2150,1.75,263000.0
1530,7,1530,1610,1.75,269000.0
4280,11,4280,2360,3.5,1600000.0
2870,8,2870,2770,2.5,564000.0
2540,9,2540,2380,2.5,425000.0
2100,7,1780,2050,2.75,679000.0
1740,7,1740,1540,2.0,410000.0
2441,8,2441,2724,2.5,340000.0
1810,7,1030,1950,1.75,360000.0
2060,8,2060,2320,1.5,450000.0
3160,7,1620,1760,2.75,552000.0
2930,8,2930,1960,2.0,294000.0
1310,7,910,1320,1.0,663500.0
4800,10,3580,2180,4.5,1975000.0
1450,6,1450,1060,1.5,175409.0
1900,7,1900,1900,3.0,459000.0
1050,7,1050,1510,1.0,339950.0
1610,6,1610,1410,1.75,393000.0
720,6,720,1690,1.0,275500.0
1020,7,1020,1210,1.0,485000.0
1250,7,1250,1440,1.0,250000.0
3200,8,2700,1640,3.5,935100.0
990,6,990,1216,1.0,245000.0
2850,9,2850,2480,2.5,670000.0
4240,10,3500,3120,3.5,1393000.0
2800,7,1400,2560,1.75,440000.0
2310,9,2310,2700,2.5,1248000.0
1490,7,1200,1540,1.75,203000.0
1840,9,1840,2120,2.5,583000.0
1740,7,1740,1490,1.0,575000.0
3280,11,2880,2050,3.5,2575000.0
4050,10,3020,3880,3.5,1600000.0
2160,7,2160,1990,2.5,312500.0
2720,8,2720,2290,2.75,455000.0
3650,9,1860,3150,3.0,1310000.0
1750,7,1150,1350,2.25,605000.0
2450,7,1770,1340,2.25,325000.0
1940,8,1470,2360,1.75,630000.0
3280,9,3280,2900,3.75,928950.0
2480,8,1800,2480,1.75,489950.0
2120,8,1590,2120,2.25,550000.0
1710,8,1260,1760,2.0,237000.0
1690,7,1310,1690,2.5,390000.0
2190,9,2190,2470,2.5,665000.0
1960,7,1170,1960,3.0,277000.0
1510,7,1510,1680,1.0,545000.0
1490,10,1300,1490,2.5,615000.0
2210,7,1400,2220,1.75,343000.0
2340,9,2340,1920,2.5,597000.0
940,6,940,2280,1.0,600000.0
1470,8,1470,1720,1.75,479000.0
1650,7,1650,1370,1.75,292000.0
1400,7,1110,1690,1.5,265000.0
2710,9,2710,2560,2.5,623000.0
2150,7,1420,2010,2.5,486000.0
1900,7,950,1400,2.0,520500.0
4380,11,4380,5170,3.5,1300000.0
2290,7,2150,2390,1.0,825000.0
1690,7,1690,1680,1.75,259900.0
3090,9,1600,2280,2.75,1170000.0
1120,6,720,2160,1.0,245000.0
2680,8,1440,2320,2.5,830200.0
2400,9,2400,2330,2.5,650000.0
1610,7,1610,1310,2.0,305000.0
3470,8,3470,2220,2.5,599000.0
2070,8,2070,1940,2.5,272000.0
2420,8,2420,1950,2.5,415000.0
2380,8,1760,1940,2.25,319000.0
2120,7,1060,2200,1.75,425000.0
2190,8,1250,2100,2.5,297500.0
2740,10,2740,2830,2.5,725000.0
1830,8,1830,2070,2.5,325000.0
1370,7,970,1650,1.75,460000.0
1000,7,1000,1140,1.0,396480.0
2050,8,1950,2220,1.0,1025000.0
1750,7,1170,1810,2.75,370000.0
1620,6,1620,1260,1.0,260656.0
1710,8,1710,1610,2.5,431000.0
1060,7,1060,1220,1.0,320000.0
2170,8,1380,2170,2.75,296500.0
3080,7,1540,1550,2.5,679000.0
1320,7,1080,1780,3.0,359000.0
1920,7,1920,1530,3.0,330000.0
2440,7,2440,2410,2.5,350000.0
1640,7,1640,1540,1.5,242000.0
2420,9,2420,2780,2.5,692500.0
1190,7,990,1410,1.5,441000.0
2910,10,2910,2870,2.5,765000.0
1010,7,1010,2310,1.0,375000.0
2080,7,1220,1770,1.75,365000.0
1990,6,1430,1350,1.5,580000.0
3920,10,2240,3800,3.5,1605000.0
3080,9,3080,2920,2.5,841000.0
2670,7,1370,2580,3.0,515000.0
4320,8,2160,2480,2.5,565000.0
1200,7,1200,1290,1.5,365000.0
1640,7,1640,1240,1.5,295000.0
870,7,870,1100,1.0,406500.0
2410,8,2410,1940,2.5,614905.0
2640,7,1770,3240,2.25,1398000.0
990,7,990,1350,1.0,250000.0
1500,7,1500,1350,1.0,549000.0
1790,7,1790,1950,2.5,397000.0
1490,7,1490,2488,1.75,184000.0
3960,12,3100,3960,3.25,2500000.0
1620,7,1620,1380,1.5,499100.0
2270,8,1290,2120,1.5,676101.0
1150,6,990,1200,1.0,290000.0
2180,7,1560,1810,1.75,390000.0
910,7,910,1370,1.0,465000.0
2770,8,2370,1640,2.75,470000.0
940,6,940,1250,1.0,435000.0
2410,8,1860,2750,1.75,415000.0
1010,7,1010,1330,2.0,450000.0
2120,9,2120,1304,2.5,645000.0
1530,7,1530,1500,2.0,231000.0
1810,7,1810,1540,1.5,358000.0
1040,6,1040,1250,1.0,330000.0
1160,7,1160,1160,1.5,229950.0
1430,7,1130,1430,1.5,403250.0
2280,8,2280,2640,2.5,470000.0
1200,7,1200,1590,1.0,239000.0
2480,8,1520,1810,1.5,579000.0
1270,8,1270,1180,2.0,380500.0
2730,8,2730,2520,2.75,614285.0
1340,8,1340,1410,2.0,376000.0
1240,7,1240,1250,1.0,290000.0
2400,8,1800,2210,2.25,487000.0
1220,7,1220,1220,2.0,935000.0
2163,7,2163,1760,2.5,255000.0
1860,7,1860,1860,2.5,380000.0
810,6,810,1890,1.0,450000.0
1950,8,1950,1980,2.5,622000.0
1390,8,1390,1630,2.25,292500.0
2120,8,1830,2120,3.0,1320000.0
1510,7,870,1420,2.0,410000.0
1010,6,1010,750,1.75,160000.0
1840,8,1840,2250,1.5,809000.0
1650,7,1650,1670,2.75,183750.0
2860,8,1430,1920,1.75,411000.0
2650,9,2250,1440,1.75,1050000.0
1100,7,1100,1900,1.0,625000.0
1646,7,1646,1975,2.25,305000.0
5250,10,5250,2500,4.5,915000.0
1390,7,1390,1470,1.5,317000.0
780,6,780,1270,1.0,165000.0
1490,7,1090,1590,1.0,575000.0
970,6,970,970,1.0,219900.0
3730,10,2810,2490,3.25,1485000.0
1090,7,1090,1720,1.0,300000.0
1940,7,1940,2060,1.75,520000.0
1780,8,1480,1780,2.25,310000.0
1190,7,1190,1920,2.0,322500.0
2000,7,2000,2170,2.25,320000.0
1390,7,1390,2340,2.5,440000.0
1500,7,1120,1440,1.0,578000.0
1070,8,1070,1320,1.5,382000.0
1720,8,1720,1780,2.5,535000.0
3680,10,3680,3310,2.5,679000.0
1400,7,1040,1860,2.25,258900.0
1730,8,1270,1810,1.5,563000.0
2795,8,2795,2750,3.0,562000.0
2000,8,1120,1370,1.75,725000.0
1830,8,1830,1770,2.5,236775.0
3380,9,1690,1890,3.5,860000.0
1500,7,1500,1420,1.5,270000.0
1950,7,1250,1950,2.75,621000.0
2490,8,2490,2420,2.5,527900.0
1780,8,1780,2070,2.25,395000.0
1110,7,1110,1230,2.0,320000.0
2500,8,2500,2690,2.5,300000.0
1480,7,1480,1430,1.75,320000.0
2570,9,2570,2570,2.25,625000.0
810,6,810,900,1.0,505000.0
2700,8,1560,2460,2.5,300000.0
2180,8,2180,2520,2.5,363000.0
4330,11,3230,3840,3.5,1700000.0
4210,10,4210,3860,3.5,1146800.0
2880,8,1780,2500,2.5,680000.0
2610,7,1750,2160,2.25,678940.0
2010,7,1090,1560,1.75,299000.0
1500,7,1000,1740,1.75,379900.0
1290,7,1290,1690,1.0,205000.0
1320,7,1320,1260,1.0,387500.0
1290,6,790,1110,1.0,256000.0
2440,9,2440,2590,2.5,548000.0
1290,7,1290,1310,1.75,163000.0
1030,8,680,1120,2.0,367500.0
1640,6,1240,1500,2.25,390000.0
1160,7,1160,1570,2.5,415000.0
2230,8,2230,2160,2.25,449000.0
1910,7,1010,1700,2.0,460000.0
1980,7,1980,1420,2.0,395000.0
1470,7,1470,1720,2.0,300000.0
1520,7,1520,1650,1.75,345000.0
1930,7,1930,1790,1.75,825000.0
1330,8,1330,1330,2.5,539950.0
1580,7,1580,1580,2.0,410000.0
1370,7,1370,1370,1.0,245000.0
3010,8,1560,2110,2.75,482000.0
1390,7,1390,1400,1.75,270000.0
1330,7,1330,1510,1.75,475000.0
1320,7,1320,1110,2.0,445800.0
2430,7,1330,1580,3.0,518000.0
1260,6,1080,2660,0.75,785000.0
1690,8,1140,1640,2.5,430000.0
3420,8,1770,2450,1.75,715000.0
2790,8,1700,2410,1.5,560000.0
1270,7,1270,1490,1.75,449000.0
2910,9,2910,2530,2.5,805000.0
1560,7,1560,1860,2.5,296000.0
770,7,770,930,1.0,275000.0
1770,8,1770,1960,1.75,419950.0
1100,7,780,1170,1.75,285000.0
2890,10,2890,3000,2.5,775000.0
2110,7,1380,2110,1.75,288250.0
1220,6,610,1240,1.75,257000.0
950,6,950,1400,1.0,377000.0
1420,7,820,1420,1.0,550000.0
1100,7,720,1510,1.0,339000.0
2140,7,1070,1240,1.75,481500.0
1300,7,1300,1300,1.75,224500.0
1790,7,1790,1660,1.0,260000.0
1470,8,1470,1760,1.0,865000.0
2500,8,1550,2580,3.0,730000.0
980,7,980,1450,1.0,550000.0
2130,7,2130,2010,2.0,645000.0
1360,7,1360,1360,1.75,250000.0
1630,9,1360,1580,3.5,507200.0
2500,8,1300,2500,2.5,380000.0
2260,8,1450,2980,1.75,540000.0
2300,8,2300,1640,2.5,738500.0
1060,7,1060,1500,1.0,206000.0
940,6,940,1450,1.0,265000.0
780,5,780,1750,0.75,190000.0
1200,7,1200,1250,1.0,339900.0
2590,7,1340,2474,2.5,250000.0
1100,7,1100,1630,1.0,416500.0
2890,8,2890,2640,2.5,575000.0
1230,7,1230,1930,1.75,385000.0
1030,7,1030,1160,1.0,253000.0
1140,7,1140,1370,1.0,460000.0
3200,9,2600,2490,2.5,1445000.0
950,7,950,1440,1.0,492000.0
1960,7,1060,1460,2.0,275000.0
3010,8,2010,2450,3.25,542500.0
1080,6,1080,1730,1.0,345000.0
2730,8,1530,2310,2.75,575000.0
2570,7,1300,1760,2.5,275000.0
3300,8,3300,2470,4.5,510000.0
4350,10,2970,4190,3.5,2538000.0
3820,9,2870,2500,3.5,830000.0
2260,9,2260,2680,2.5,640000.0
3880,7,3880,2620,2.75,702000.0
2010,9,1450,2380,2.5,960000.0
950,7,950,1360,1.0,190000.0
1730,8,1290,1730,2.25,500000.0
3070,9,3070,3070,2.5,529000.0
1500,7,1500,1970,1.75,435000.0
2160,8,1260,2090,1.75,670000.0
1960,7,1750,1760,2.25,365000.0
3950,9,2250,1890,3.0,1270000.0
1100,6,1100,1100,1.0,465000.0
1400,7,1400,1280,1.5,285000.0
1020,6,920,1230,1.0,219950.0
1600,7,1600,2880,1.5,220000.0
4230,8,2360,3450,4.5,1465000.0
3090,9,2060,2240,3.5,1112750.0
2320,8,2320,1680,2.5,694000.0
2440,9,2440,2500,2.5,620000.0
2020,6,1760,1780,1.0,415000.0
3270,10,3270,1870,3.0,765000.0
2260,8,1220,2240,1.75,864000.0
2020,7,2020,1960,2.0,385000.0
1000,7,1000,1370,1.0,725000.0
2030,7,1590,1960,2.25,545000.0
1730,9,1730,2120,1.75,299900.0
2010,8,2010,2030,1.75,639500.0
1540,7,1160,1540,1.5,345000.0
5330,11,3950,4590,4.0,1125000.0
960,6,780,1400,1.0,345000.0
1460,7,730,1780,2.0,600000.0
2160,7,1360,1880,1.75,355000.0
2640,9,2260,2640,2.75,698000.0
2170,8,2170,1850,2.25,566000.0
1530,8,1530,1720,2.5,449950.0
1570,8,1270,2440,1.0,404600.0
1490,7,1120,1490,1.0,258000.0
1960,7,1960,1580,2.0,415000.0
2190,8,2190,2170,2.25,320000.0
1690,7,1690,1830,2.5,295000.0
2330,7,1190,1830,2.0,389000.0
1470,7,1470,2230,1.75,299900.0
2550,7,2550,2640,2.5,394000.0
2130,7,2130,1490,2.0,762000.0
3650,8,3650,2820,2.75,697000.0
3340,9,2420,2760,2.5,485000.0
800,6,800,1100,1.0,189900.0
3470,11,3470,4130,2.75,2150000.0
1030,6,1030,1420,1.5,345000.0
1630,7,1630,1470,2.0,376500.0
2010,7,2010,2450,2.0,775000.0
1360,6,1360,1820,1.0,450000.0
2040,8,1480,2330,2.25,760000.0
2830,8,2830,2470,2.5,569000.0
2040,7,1280,1970,1.5,500000.0
1340,8,1340,2210,2.0,592500.0
2130,9,2130,2150,2.5,620000.0
3920,9,2900,2540,4.25,1000000.0
2415,9,2415,2660,2.5,815000.0
3750,10,3750,3120,2.75,775000.0
1010,7,1010,1230,1.0,340000.0
990,6,990,840,1.75,458000.0
1200,7,1200,1530,1.5,250000.0
1060,6,1060,2320,1.0,151600.0
3200,7,3200,2480,2.5,515000.0
1810,6,1010,1810,1.0,216000.0
1670,7,1670,1810,1.75,245000.0
1850,8,1850,2470,2.75,645000.0
1100,7,1100,1020,1.0,249900.0
1660,7,830,1660,1.75,410000.0
2400,7,1400,1980,1.75,499000.0
2900,8,1890,2590,3.25,790000.0
2140,7,1470,1980,2.25,458000.0
2670,8,1940,1470,2.5,925000.0
1090,6,1090,1090,1.0,152000.0
1970,8,1970,2640,2.5,402000.0
1250,7,980,1270,2.0,340000.0
4040,10,3690,3770,2.5,1250000.0
3220,10,3220,3090,2.5,775000.0
1310,6,810,1300,1.0,299800.0
2060,7,1300,1990,2.25,340000.0
1750,9,1470,2410,2.25,626000.0
1150,7,1150,1390,1.0,324950.0
2050,8,2050,2050,2.5,535500.0
3230,10,3230,3230,3.25,817500.0
4170,9,2940,2970,3.5,810000.0
1940,6,1220,1830,1.5,565000.0
2390,9,1690,2350,1.5,978000.0
1440,8,1440,2430,1.0,530000.0
2230,7,2230,2230,2.5,305000.0
1210,8,1210,1190,2.5,345000.0
750,7,750,1140,2.0,258000.0
1770,7,1770,1580,1.0,275000.0
1020,7,1020,1490,1.0,310000.0
2050,7,2050,2910,2.0,713250.0
2000,8,1480,2000,1.0,500000.0
2180,8,1090,2180,1.75,472000.0
920,7,920,1320,1.0,250000.0
3440,9,3440,3250,2.25,725000.0
1610,7,1610,1610,2.0,345000.0
1870,7,1470,1340,1.5,460000.0
1110,7,1000,1410,1.0,440150.0
2200,7,1270,1850,1.75,390000.0
790,6,790,1250,1.0,375000.0
1630,7,1630,1420,1.5,224950.0
2100,7,1220,1610,1.5,480000.0
2690,7,2210,1620,2.75,721000.0
600,6,600,1470,1.0,174000.0
810,6,810,950,1.0,170000.0
1660,7,1660,2200,1.5,658000.0
1880,7,1200,1290,2.0,860000.0
2310,7,2310,2020,1.5,407450.0
2650,7,2650,1960,1.5,615000.0
3130,9,3130,3250,3.0,920000.0
860,6,860,1390,1.0,195000.0
990,7,990,1370,1.0,269950.0
4030,10,4030,1830,3.5,855000.0
1780,8,1570,1470,2.25,620000.0
1480,7,740,1230,2.0,276000.0
1140,6,1140,1140,1.0,329000.0
1230,7,1230,1260,1.5,270000.0
3080,9,3080,2740,2.5,440000.0
1990,10,1990,2580,2.5,639000.0
700,6,700,1020,1.0,403500.0
1700,9,1320,1710,2.5,585000.0
860,6,860,990,1.0,216000.0
